,10,20,30,40,50
0,0.9386874504529712,0.9389791576023212,0.9436042102307464,0.9383969466705656,0.9456445090655494
1,0.9406854409402244,0.9433442698459324,0.9415217545393966,0.9455357970491316,0.9483879866873196
2,0.9625031813043452,0.9645726866850224,0.9651894955920268,0.9707422303386252,0.9706809238867066
3,0.9636399905930494,0.9677954943190452,0.9677898233536768,0.975089385380718,0.973585657743497
4,0.9673302472745974,0.970610784874134,0.9709673563763256,0.9786680217585249,0.9758017785162628
5,0.986091243425562,0.9896066090317136,0.988161161566537,0.9968519463975916,0.9938387823961968
6,0.9813423207709286,0.9846787256963524,0.9834426904779888,0.9907708686462412,0.989204091366232
7,0.9785774221940734,0.9823989079630788,0.9804870832606796,0.988319128789868,0.987364047750882
8,0.9731383344048394,0.9788237212776568,0.9763942829573304,0.9833476464852152,0.982433200691375
9,0.9855201581351508,0.9891291166669304,0.9875526816991851,0.9940323996525416,0.9941913520797928
10,0.9729764201853808,0.9773979464749316,0.9763707869030704,0.9812540640673476,0.9811144321528208
11,0.9711252039960401,0.975796657903816,0.975479188721442,0.9793247996489084,0.9795821986572671
12,0.9719680231453582,0.9763789795933,0.9759952597065849,0.9808453081440714,0.980357594084419
13,0.974608409130435,0.9792207739847756,0.9779608743452064,0.9837679660429882,0.9825454427887056
14,0.9781616647916008,0.9821693954662788,0.9810569134155988,0.9874069012348148,0.9849195267376556
15,0.9703467026993676,0.974625940035418,0.9737025037721944,0.9794810858924852,0.9768741867511108
16,0.9692756570713648,0.973095445939639,0.971786105623356,0.978072026190451,0.9752833753967808
17,0.9620031588696534,0.9655331800891696,0.9650594996163879,0.9706774701135652,0.968594937197348
18,0.9559449987198624,0.9598853547650029,0.959186768707878,0.9649864492559584,0.9628901890528524
19,0.9520711375611118,0.9556877800742936,0.9550277911786348,0.9605261544878247,0.958917739165314
20,0.9501208502656316,0.9538545027107664,0.9531266169307812,0.9586000215715734,0.9573723199627524
21,0.9482160959201252,0.952043325463948,0.9511970457661394,0.9564290516666341,0.955713433408116
22,0.9466985765075832,0.9504276223431009,0.9497853181954864,0.954572199187126,0.9543253517425232
23,0.9466613869061692,0.9505119349944192,0.9505222197591536,0.9552176341224792,0.955214473379056
24,0.9430868982061974,0.9471341773842912,0.9472378174486992,0.952107931412644,0.9518741564349508
25,0.942789162191322,0.9468338296902692,0.9475420531819939,0.9518104670885468,0.9513779763119616
26,0.9393356108142474,0.9434519226537236,0.9441451288733932,0.9480779315968588,0.9477332006239959
27,0.9375206532554821,0.9418763233737624,0.9425828861617592,0.9463984185265322,0.9464017536562096
28,0.9362508281999116,0.9405171082812962,0.9416607524757196,0.9459213727174932,0.9458989143477956
29,0.935777720518396,0.9398778757614406,0.9413224058384778,0.945242561323414,0.945672942592514
30,0.9356516073975221,0.9396253350351746,0.941464193397684,0.9454765061913092,0.9459228290285021
31,0.9348678005987192,0.9386342387323456,0.9403938317516646,0.9445055695838274,0.9451019083367628
32,0.9355006651254804,0.9391041013528172,0.9409381730893708,0.945048804351812,0.9461166105033142
33,0.9375545441229228,0.9408946948226371,0.9426729618972448,0.9469664316706251,0.9483528863922402
34,0.9379341423287716,0.9415046558592512,0.9435462639291928,0.9474548542680226,0.9488528490145899
35,0.9357861776506412,0.939123589812505,0.9413523480836242,0.9452296997990974,0.9465312534622536
36,0.9345675347009348,0.9376563681374958,0.9399208563649946,0.9441478478019214,0.94513350381347
37,0.931985538720032,0.9350326013049549,0.9371990805627336,0.9414389266301179,0.9427610860270724
38,0.9294478988168916,0.9325140922641976,0.9348039472094744,0.9389438217336914,0.9402978335758996
39,0.9262462433560524,0.9292991428464804,0.9315519855946248,0.9356481628970112,0.9369362938877788
40,0.9226143736366974,0.9257666051180504,0.9280697382652696,0.9320972585629378,0.9334487916003732
41,0.9202192395918832,0.92335827660988,0.9255967378012252,0.9297220811202233,0.9310704686826352
42,0.9178514592701056,0.9208958454823166,0.9233228778905832,0.9273210601664152,0.9286085583219345
43,0.9143323171810792,0.9173502712193464,0.9198114765369216,0.923702577438172,0.925146212056422
44,0.9118538079953946,0.9146624652088472,0.9173317193791752,0.921024185142874,0.9226179535139004
45,0.9104644359225932,0.9131130618751264,0.9159613102795868,0.9193522479328043,0.9210436703030298
46,0.9059867650201991,0.9085365881935125,0.9135149889559168,0.9169204580405226,0.9187449659683827
47,0.9051731437946865,0.9076978471853924,0.9124287902057772,0.9157786767231049,0.9175559485288263
48,0.9033962766384096,0.905896030133071,0.9102578797827496,0.91367317785612,0.9155303608805714
49,0.9035774419440006,0.9061033666014177,0.9103122327829442,0.9136433026566135,0.9155131548039271
50,0.9047008004391515,0.9070502134630599,0.9111404686925398,0.9145395676815389,0.9164642985168031
51,0.9065694264410901,0.9088904692797825,0.912975204312112,0.9163660378804912,0.9181283148493437
52,0.9067586593753358,0.9090435739193737,0.9131089900069255,0.9164658326963294,0.9182407615698781
53,0.9075724305514824,0.9098400238759765,0.9139062608757869,0.917244637534534,0.919046800259159
54,0.9076042943799891,0.9098748598764034,0.9138736456488448,0.9173272699146076,0.9191001772344449
55,0.9075364750048338,0.9098045626735024,0.9137854791242919,0.9171319965495031,0.9188883589628882
56,0.9074427987812167,0.9096897772922762,0.9136306301663961,0.9169804853717597,0.918737585701397
